,County,Year,GDP (thousands),Average Monthly ZHVI,Estimated ZHVI,ZHVI Residual
28812,"Licking, OH",2014,5249758,173155.41666666666,9055787.91057421,173155.41666666666
28813,"Licking, OH",2015,5543802,185803.57738095237,10291526.209138187,185803.57738095237
28814,"Licking, OH",2016,5759536,176081.91666666666,9341739.843525177,176081.91666666666
28815,"Licking, OH",2017,5889271,168959.6130952381,8645959.29467763,168959.6130952381
28816,"Licking, OH",2018,6278733,191294.61904761905,10827966.95523786,191294.61904761905
28817,"Licking, OH",2019,6727228,204115.35119047618,12080411.02098141,204115.35119047618
28818,"Logan, OH",2001,1457915,101888.36538461539,2093390.7784879822,101888.36538461539
28819,"Logan, OH",2002,1578213,106065.65,2501558.5871210992,106065.65
28820,"Logan, OH",2003,1666961,110257.33888888889,2910996.424838042,110257.33888888889
28821,"Logan, OH",2004,1854956,114510.60555555555,3326589.018884301,114510.60555555555
28822,"Logan, OH",2005,1986314,118273.63888888889,3694213.591379853,118273.63888888889
28823,"Logan, OH",2006,2018456,118806.39444444445,3746187.089271864,118806.39444444445
28824,"Logan, OH",2007,1907743,118325.2,3699196.0131702535,118325.2
28825,"Logan, OH",2008,1696959,116133.36111111111,3485049.570727987,116133.36111111111
28826,"Logan, OH",2009,1487561,111785.47777777778,3060273.689460207,111785.47777777778
28827,"Logan, OH",2010,1627799,107877.77777777778,2678581.1024976447,107877.77777777778
28828,"Logan, OH",2011,1771171,104970.96111111112,2394583.0604448747,104970.96111111112
28829,"Logan, OH",2012,1891744,103144.81666666667,2216192.821439592,103144.81666666667
28830,"Logan, OH",2013,1964245,103212.5,2222738.3559485488,103212.5
28831,"Logan, OH",2014,2031654,107604.36666666667,2651812.797192361,107604.36666666667
28832,"Logan, OH",2015,1910730,112707.46666666666,3150348.0598670356,112707.46666666666
28833,"Logan, OH",2016,1967378,118541.57222222222,3720395.7294156775,118541.57222222222
28834,"Logan, OH",2017,2050585,125400.72777777778,4390482.612951949,125400.72777777778
28835,"Logan, OH",2018,2142458,133518.26666666666,5183469.23398474,133518.26666666666
28836,"Logan, OH",2019,2139763,142181.9111111111,6029894.771083189,142181.9111111111
28837,"Lorain, OH",2001,7280060,150471.77083333334,6839782.548385374,150471.77083333334
28838,"Lorain, OH",2002,7401012,154771.796875,7259869.091497485,154771.796875
28839,"Lorain, OH",2003,7524574,157145.859375,7491795.941113334,157145.859375
28840,"Lorain, OH",2004,8120486,160465.8125,7816141.830213847,160465.8125
28841,"Lorain, OH",2005,8355566,165282.45833333334,8286638.75849941,165282.45833333334
28842,"Lorain, OH",2006,8665791,168343.63541666666,8585779.455013197,168343.63541666666
28843,"Lorain, OH",2007,8671864,165932.61979166666,8350237.907235686,165932.61979166666
28844,"Lorain, OH",2008,8606948,160347.88020833334,7804613.873914491,160347.88020833334
28845,"Lorain, OH",2009,8036155,149323.94270833334,6727629.210828932,149323.94270833334
28846,"Lorain, OH",2010,8539614,145394.3125,6343689.6493334435,145394.3125
28847,"Lorain, OH",2011,9130701,136585.48958333334,5483098.403223077,136585.48958333334
28848,"Lorain, OH",2012,9480167,133082.06770833334,5140874.412404072,133082.06770833334
28849,"Lorain, OH",2013,9489579,135383.95833333334,5365767.254786415,135383.95833333334
28850,"Lorain, OH",2014,9670510,136948.52083333334,5518659.217570242,136948.52083333334
28851,"Lorain, OH",2015,9970523,140948.83854166666,5909437.397209413,140948.83854166666
28852,"Lorain, OH",2016,10063827,145179.21875,6322685.3221778385,145179.21875
28853,"Lorain, OH",2017,10149868,155391.42708333334,7320342.014796646,155391.42708333334
28854,"Lorain, OH",2018,10529584,160910.25,7859518.208153795,160910.25
28855,"Lorain, OH",2019,10843668,168043.45833333334,8556373.39699535,168043.45833333334
28856,"Lucas, OH",2001,17230762,107002.36217948717,2593000.681156665,107002.36217948717
28857,"Lucas, OH",2002,17699651,112342.69230769231,3114787.245519871,112342.69230769231
28858,"Lucas, OH",2003,18003493,117396.01602564103,3608437.780949056,117396.01602564103
28859,"Lucas, OH",2004,18241368,120951.69871794872,3955839.582648279,120951.69871794872
28860,"Lucas, OH",2005,19346836,125538.01282051283,4403866.765604591,125538.01282051283
28861,"Lucas, OH",2006,20039383,126274.64743589744,4475867.645203108,126274.64743589744
28862,"Lucas, OH",2007,19966119,124286.52243589744,4281650.88992244,124286.52243589744
28863,"Lucas, OH",2008,19128200,117273.89102564103,3596519.046470061,117273.89102564103
28864,"Lucas, OH",2009,19416090,108951.31410256411,2783407.3491858523,108951.31410256411
28865,"Lucas, OH",2010,20676695,106966.39423076923,2589483.677539913,106966.39423076923
28866,"Lucas, OH",2011,22711002,100050.94871794872,1913925.899488693,100050.94871794872
28867,"Lucas, OH",2012,22447224,98569.59615384616,1769240.2784772888,98569.59615384616
28868,"Lucas, OH",2013,23121462,98646.2435897436,1776665.063890433,98646.2435897436
28869,"Lucas, OH",2014,25361482,100108.46474358975,1919494.4885485508,100108.46474358975
28870,"Lucas, OH",2015,23897134,105828.13782051283,2478307.285432568,105828.13782051283
28871,"Lucas, OH",2016,23458777,111335.26168224298,3016311.144250799,111335.26168224298
28872,"Lucas, OH",2017,24182122,113108.46296296296,3189523.572375862,113108.46296296296
28873,"Lucas, OH",2018,26179745,118821.30864197531,3747652.5074455105,118821.30864197531
28874,"Lucas, OH",2019,26587161,124114.38888888889,4264749.733653046,124114.38888888889
28875,"Madison, OH",2001,862209,107075.47222222222,2600132.3829350807,107075.47222222222
28876,"Madison, OH",2002,910228,111205.83333333333,3003708.5479574353,111205.83333333333
28877,"Madison, OH",2003,1026839,115902.22222222222,3462482.1308538243,115902.22222222222
28878,"Madison, OH",2004,1173088,120189.26388888889,3881298.644882107,120189.26388888889
28879,"Madison, OH",2005,1175347,125065.91666666667,4357754.940407168,125065.91666666667
28880,"Madison, OH",2006,1247017,125939.23611111111,4443042.278113419,125939.23611111111
28881,"Madison, OH",2007,1264852,125398.94444444444,4390287.22386213,125398.94444444444
28882,"Madison, OH",2008,1232019,123161.63888888889,4171744.5268989224,123161.63888888889
28883,"Madison, OH",2009,1136199,119093.36111111111,3774225.423660975,119093.36111111111
28884,"Madison, OH",2010,1232932,116627.72222222222,3533408.3704583347,116627.72222222222
28885,"Madison, OH",2011,1378380,113258.91666666667,3204275.4486572407,113258.91666666667
28886,"Madison, OH",2012,1508310,111981.34722222222,3079421.820262525,111981.34722222222
28887,"Madison, OH",2013,1569891,112613.90277777778,3141262.467190424,112613.90277777778
28888,"Madison, OH",2014,1643241,115279.73611111111,3401716.123919932,115279.73611111111
28889,"Madison, OH",2015,1693211,119912.38888888889,3854237.255942095,119912.38888888889
28890,"Madison, OH",2016,1763656,123654.20833333333,4219810.242994541,123654.20833333333
28891,"Madison, OH",2017,1872713,131755.73611111112,5011331.445853686,131755.73611111112
28892,"Madison, OH",2018,1916232,141770.40277777778,5989644.618580354,141770.40277777778
28893,"Madison, OH",2019,1925355,153219.56944444444,7108247.157797486,153219.56944444444
28894,"Mahoning, OH",2001,6732118,92017.14393939394,1129047.9256834146,92017.14393939394
28895,"Mahoning, OH",2002,7027030,95020.63636363637,1422522.3385924324,95020.63636363637
28896,"Mahoning, OH",2003,7311593,97122.05681818182,1627778.577447908,97122.05681818182
28897,"Mahoning, OH",2004,7627633,100589.54545454546,1966583.2591950707,100589.54545454546
28898,"Mahoning, OH",2005,8012935,103833.75757575757,2283504.362882441,103833.75757575757
28899,"Mahoning, OH",2006,8208182,105993.36363636363,2494426.8853426836,105993.36363636363
28900,"Mahoning, OH",2007,8318028,106413.70833333333,2535556.288749706,106413.70833333333
28901,"Mahoning, OH",2008,8478213,104527.61742424243,2351304.3770498373,104527.61742424243
28902,"Mahoning, OH",2009,7975776,101213.75757575757,2027544.655218782,101213.75757575757
28903,"Mahoning, OH",2010,8137751,98794.56060606061,1791221.5510819927,98794.56060606061
28904,"Mahoning, OH",2011,8456625,93398.23863636363,1263964.0922038388,93398.23863636363
28905,"Mahoning, OH",2012,8560293,91821.55303030302,1109997.4894260056,91821.55303030302
28906,"Mahoning, OH",2013,8729643,91998.04029304029,1127191.729330128,91998.04029304029
28907,"Mahoning, OH",2014,8897900,88621.28519855595,797277.2511697579,88621.28519855595
28908,"Mahoning, OH",2015,8965129,88980.26041666667,832349.5927923732,88980.26041666667
28909,"Mahoning, OH",2016,9003582,91068.83333333333,1036433.4971089307,91068.83333333333
28910,"Mahoning, OH",2017,9186772,98490.76736111111,1761522.409429416,98490.76736111111
28911,"Mahoning, OH",2018,9590307,103381.85069444444,2239346.428583214,103381.85069444444
28912,"Mahoning, OH",2019,9945431,103985.06802721089,2298256.2391638197,103985.06802721089
28913,"Marion, OH",2001,1884627,110174.72916666667,2902985.4721554387,110174.72916666667
28914,"Marion, OH",2002,2015852,115476.77083333333,3420961.949267162,115476.77083333333
28915,"Marion, OH",2003,2100860,114875.97916666667,3362247.5277763773,114875.97916666667
28916,"Marion, OH",2004,2179380,114413.0,3317014.953483142,114413.0
28917,"Marion, OH",2005,2295836,111078.6875,2991301.3407538924,111078.6875
28918,"Marion, OH",2006,2281485,111697.5,3051774.264053054,111697.5
28919,"Marion, OH",2007,2361390,111229.5625,3006053.217035271,111229.5625
28920,"Marion, OH",2008,2355235,109473.27083333333,2834403.9016287643,109473.27083333333
28921,"Marion, OH",2009,2276499,99107.74725274726,1821799.9436387587,99107.74725274726
28922,"Marion, OH",2010,2260339,97361.13541666667,1651127.573681349,97361.13541666667
28923,"Marion, OH",2011,2404039,97627.21875,1677114.3226273544,97627.21875
28924,"Marion, OH",2012,2446041,97384.78125,1653472.242759185,97384.78125
28925,"Marion, OH",2013,2541583,97645.4375,1678872.8244357314,97645.4375
28926,"Marion, OH",2014,2565944,99754.22916666667,1884910.619650485,99754.22916666667
28927,"Marion, OH",2015,2685433,102911.40625,2193332.2979307007,102911.40625
28928,"Marion, OH",2016,2723571,107185.19791666667,2610878.782875158,107185.19791666667
28929,"Marion, OH",2017,2783936,112441.44791666667,3124361.31092103,112441.44791666667
28930,"Marion, OH",2018,2883232,120013.59375,3864202.0995228942,120013.59375
28931,"Marion, OH",2019,2969171,130320.14583333333,4871042.079363221,130320.14583333333
28932,"Medina, OH",2001,3631884,144721.34615384616,6277941.220609153,144721.34615384616
28933,"Medina, OH",2002,3842366,148467.01923076922,6643904.985841239,148467.01923076922
28934,"Medina, OH",2003,4047682,153401.83974358975,7126027.564971069,153401.83974358975
28935,"Medina, OH",2004,4313676,156536.77564102566,7432299.9632632695,156536.77564102566
28936,"Medina, OH",2005,4674769,161322.80128205128,7899866.05520154,161322.80128205128
28937,"Medina, OH",2006,4922137,166300.80128205128,8386189.49976249,166300.80128205128
28938,"Medina, OH",2007,5020798,170218.20512820513,8768859.03217415,170218.20512820513
28939,"Medina, OH",2008,4967201,187788.85897435897,10485449.880784126,187788.85897435897
28940,"Medina, OH",2009,4919789,187224.01923076922,10430252.462910092,187224.01923076922
28941,"Medina, OH",2010,5204253,180930.20512820513,9815362.997247854,180930.20512820513
28942,"Medina, OH",2011,5744783,174845.7628205128,9220989.386016672,174845.7628205128
28943,"Medina, OH",2012,5734387,177829.57692307694,9512509.908027494,177829.57692307694
28944,"Medina, OH",2013,6093997,181479.05128205128,9868997.302403329,181479.05128205128
28945,"Medina, OH",2014,6627028,185958.7628205128,10306668.863599205,185958.7628205128
28946,"Medina, OH",2015,6483540,186863.9294871795,10395082.426742567,186863.9294871795
28947,"Medina, OH",2016,6514718,194075.4294871795,11099557.790087087,194075.4294871795
28948,"Medina, OH",2017,6881884,203535.39743589744,12023748.184933728,203535.39743589744
28949,"Medina, OH",2018,7371344,214925.03846153847,13136489.051456274,214925.03846153847
28950,"Medina, OH",2019,7467504,224636.83974358975,14085298.471620185,224636.83974358975
28951,"Meigs, OH",2002,301236,60818.666666666664,-1918826.4864123128,60818.666666666664
28952,"Meigs, OH",2003,271307,57056.833333333336,-2286353.364362954,57056.833333333336
28953,"Meigs, OH",2004,272907,56391.0,-2351417.9312728764,56391.0
28954,"Meigs, OH",2005,302560,56897.416666666664,-2301984.4915485214,56897.416666666664
28955,"Meigs, OH",2006,344220,55481.75,-2440222.2725958787,55481.75
28956,"Meigs, OH",2007,324748,50694.916666666664,-2907886.0590790585,50694.916666666664
28957,"Meigs, OH",2008,307992,48342.5,-3137761.3232518015,48342.5
28958,"Meigs, OH",2009,337257,62626.95652173913,-1742194.7492154064,62626.95652173913
28959,"Meigs, OH",2010,361604,60738.25,-1926739.7445500055,60738.25
28960,"Meigs, OH",2011,364761,58547.93548387097,-2140690.7979024528,58547.93548387097
28961,"Meigs, OH",2012,339684,67263.15384615384,-1289282.8390136054,67263.15384615384
28962,"Meigs, OH",2013,369771,68347.48076923077,-1183381.9523313893,68347.48076923077
28963,"Meigs, OH",2014,354041,72146.67307692308,-812142.6816741759,72146.67307692308
28964,"Meigs, OH",2015,360590,77533.26923076923,-285959.8627900295,77533.26923076923
28965,"Meigs, OH",2016,356432,81118.39102564103,64275.08071157895,81118.39102564103
28966,"Meigs, OH",2017,352429,83434.35256410256,290535.64672265947,83434.35256410256
28967,"Meigs, OH",2018,368416,89872.89743589744,919590.8213968184,89872.89743589744
28968,"Meigs, OH",2019,401384,93984.79487179487,1321310.7900658883,93984.79487179487
28969,"Mercer, OH",2001,992442,79507.70833333333,-93013.13659318816,79507.70833333333
28970,"Mercer, OH",2002,1070875,83643.75,311051.5011537168,83643.75
28971,"Mercer, OH",2003,1070103,85945.66666666667,535944.3435360603,85945.66666666667
28972,"Mercer, OH",2004,1237429,90304.29166666667,961697.1702529397,90304.29166666667
28973,"Mercer, OH",2005,1233593,85406.91666666667,483286.98382968176,85406.91666666667
28974,"Mercer, OH",2006,1288271,75864.83333333333,-448914.3636995647,75864.83333333333
28975,"Mercer, OH",2007,1449139,82563.0,205443.69810623024,82563.0
28976,"Mercer, OH",2008,1592694,89576.29166666667,890575.5415586103,89576.29166666667
28977,"Mercer, OH",2009,1409353,95629.35294117648,1481920.6218975876,95629.35294117648
28978,"Mercer, OH",2010,1514444,104917.03703703704,2389307.5550197456,104917.03703703704
28979,"Mercer, OH",2011,1677854,106559.76666666666,2549819.692306537,106559.76666666666
28980,"Mercer, OH",2012,1759640,108116.15,2701832.4041861743,108116.15
28981,"Mercer, OH",2013,2060290,111804.09166666666,3062129.8858134914,111804.09166666666
28982,"Mercer, OH",2014,2160420,117919.80833333333,3659629.722481787,117919.80833333333
28983,"Mercer, OH",2015,2445036,126448.54166666667,4492866.496017413,126448.54166666667
28984,"Mercer, OH",2016,2199625,132682.01666666666,5101796.594440153,132682.01666666666
28985,"Mercer, OH",2017,2362747,141291.35,5942848.931568563,141291.35
28986,"Mercer, OH",2018,2627323,151449.36666666667,6935230.118762242,151449.36666666667
28987,"Mercer, OH",2019,2446751,160361.825,7805981.597543228,160361.825
28988,"Miami, OH",2001,2788444,130077.95,4847399.999495052,130077.95
28989,"Miami, OH",2002,2831273,131251.39285714287,4961995.70067424,131251.39285714287
28990,"Miami, OH",2003,2935154,131460.14393939395,4982413.8605603855,131460.14393939395
28991,"Miami, OH",2004,3025254,137472.88636363635,5569851.159102973,137472.88636363635
28992,"Miami, OH",2005,3152985,142205.99242424243,6032239.440161023,142205.99242424243
28993,"Miami, OH",2006,3304540,142785.4393939394,6088804.581663795,142785.4393939394
28994,"Miami, OH",2007,3394141,141330.88636363635,5946756.713364955,141330.88636363635
28995,"Miami, OH",2008,3429227,138800.5606060606,5699589.514743177,138800.5606060606
28996,"Miami, OH",2009,3205953,133433.52272727274,5175262.892212318,133433.52272727274
28997,"Miami, OH",2010,3380788,128955.15151515152,4737689.025561355,128955.15151515152
28998,"Miami, OH",2011,3604425,125005.39393939394,4351795.573167672,125005.39393939394
28999,"Miami, OH",2012,3849964,123962.17424242424,4249900.162826758,123962.17424242424
29000,"Miami, OH",2013,3918837,124116.13636363637,4264945.122742865,124116.13636363637
29001,"Miami, OH",2014,3933838,128274.78787878787,4671256.735022696,128274.78787878787
29002,"Miami, OH",2015,3997427,133839.29545454544,5214829.182900785,133839.29545454544
29003,"Miami, OH",2016,4150615,135601.00757575757,5386966.971031839,135601.00757575757
29004,"Miami, OH",2017,4322794,141859.12121212122,5998339.433077326,141859.12121212122
29005,"Miami, OH",2018,4494413,150070.37878787878,6800509.3413316365,150070.37878787878
29006,"Miami, OH",2019,4670842,160933.62878787878,7861862.87723163,160933.62878787878
29007,"Monroe, OH",2009,446715,71681.3,-857668.3396021388,71681.3
29008,"Monroe, OH",2010,484367,75693.04166666667,-465717.82542404905,75693.04166666667
29009,"Monroe, OH",2011,611255,78800.20833333333,-162180.87438932154,78800.20833333333
29010,"Monroe, OH",2012,646810,79187.75,-124275.39096432179,79187.75
29011,"Monroe, OH",2013,674403,80735.875,26955.764556038193,80735.875
29012,"Monroe, OH",2014,914201,90006.0,932584.1958698202,90006.0
29013,"Monroe, OH",2015,951788,94650.95833333333,1386375.3569758106,94650.95833333333
29014,"Monroe, OH",2016,1271627,97792.75,1693331.6170823798,97792.75
29015,"Monroe, OH",2017,1640653,105446.16666666667,2440987.969277026,105446.16666666667
29016,"Monroe, OH",2018,2439059,104541.88333333333,2352672.1006785743,104541.88333333333
29017,"Monroe, OH",2019,2203737,102510.87121212122,2154254.479966784,102510.87121212122
29018,"Montgomery, OH",2001,21289769,103822.51111111112,2282429.7228884324,103822.51111111112
29019,"Montgomery, OH",2002,22136871,107262.20277777778,2618401.2628332116,107262.20277777778
29020,"Montgomery, OH",2003,22725222,109960.35,2881981.144999834,109960.35
29021,"Montgomery, OH",2004,23831896,113164.49166666667,3194994.46689081,113164.49166666667
29022,"Montgomery, OH",2005,24338488,117447.975,3613517.8972843643,117447.975
29023,"Montgomery, OH",2006,24449742,119460.39722222222,3810079.321642868,119460.39722222222
29024,"Montgomery, OH",2007,24011432,118181.65277777778,3685225.6932481527,118181.65277777778
29025,"Montgomery, OH",2008,23585835,113276.11388888888,3205936.255920708,113276.11388888888
29026,"Montgomery, OH",2009,22502059,108251.63055555556,2715118.8622939065,108251.63055555556
29027,"Montgomery, OH",2010,23073213,101783.375,2083132.8512724545,101783.375
29028,"Montgomery, OH",2011,23863277,99804.26944444445,1889795.3468959741,99804.26944444445
29029,"Montgomery, OH",2012,24276859,94774.35555555555,1398391.7859997135,94774.35555555555
29030,"Montgomery, OH",2013,24980885,92951.09166666666,1220294.6306291614,92951.09166666666
29031,"Montgomery, OH",2014,25757354,93940.44444444444,1316914.5355449468,93940.44444444444
29032,"Montgomery, OH",2015,26557260,93582.72222222222,1282037.5830121506,93582.72222222222
29033,"Montgomery, OH",2016,27279070,98225.81944444444,1735633.35502832,98225.81944444444
29034,"Montgomery, OH",2017,28147855,104264.5638888889,2325610.711738562,104264.5638888889
29035,"Montgomery, OH",2018,29684806,112921.13611111112,3171254.692477731,112921.13611111112
29036,"Montgomery, OH",2019,30843316,119580.475,3821802.6670320444,119580.475
29037,"Morgan, OH",2001,196846,84244.33333333333,369668.22809959203,84244.33333333333
29038,"Morgan, OH",2002,210938,84656.33333333333,409918.3806024268,84656.33333333333
29039,"Morgan, OH",2003,221131,87368.66666666667,674963.6809426956,87368.66666666667
29040,"Morgan, OH",2004,214117,86235.33333333333,564178.0670149904,86235.33333333333
29041,"Morgan, OH",2005,221711,78543.41666666667,-187288.37243113853,78543.41666666667
29042,"Morgan, OH",2006,227474,70643.41666666667,-959075.2772185048,70643.41666666667
29043,"Morgan, OH",2007,228349,66628.58333333333,-1351221.1804864146,66628.58333333333
29044,"Morgan, OH",2008,230092,63738.25,-1633656.1098206267,63738.25
29045,"Morgan, OH",2009,224579,65996.16666666667,-1413061.8274143133,65996.16666666667
29046,"Morgan, OH",2010,233600,63716.416666666664,-1635805.3898086417,63716.416666666664
29047,"Morgan, OH",2011,247217,59700.916666666664,-2028048.987621461,59700.916666666664
29048,"Morgan, OH",2012,248991,60832.208333333336,-1917556.4573284853,60832.208333333336
29049,"Morgan, OH",2013,252324,67289.23404255319,-1286742.7808459504,67289.23404255319
29050,"Morgan, OH",2014,274060,70631.85416666667,-960149.9172125123,70631.85416666667
29051,"Morgan, OH",2015,281818,74562.0,-576210.3557170248,74562.0
29052,"Morgan, OH",2016,281529,80556.5,9370.746472274885,80556.5
29053,"Morgan, OH",2017,299989,84523.375,396925.006129425,84523.375
29054,"Morgan, OH",2018,304871,87448.83333333333,682779.2445354797,87448.83333333333
29055,"Morgan, OH",2019,320771,93414.60416666667,1265624.8994673062,93414.60416666667
29056,"Morrow, OH",2001,415488,107332.41666666667,2625239.8809768967,107332.41666666667
29057,"Morrow, OH",2002,444367,125274.41666666667,4378075.405748406,125274.41666666667
29058,"Morrow, OH",2003,457134,127712.75,4616352.400783392,127712.75
29059,"Morrow, OH",2004,492791,142568.91666666666,6067702.5599632785,142568.91666666666
29060,"Morrow, OH",2005,508554,140311.41666666666,5847108.277556965,140311.41666666666
29061,"Morrow, OH",2006,517482,146258.41666666666,6428097.736135505,146258.41666666666
29062,"Morrow, OH",2007,562457,146796.91666666666,6480755.095841885,146796.91666666666
29063,"Morrow, OH",2008,523815,144404.91666666666,6247069.744417658,144404.91666666666
29064,"Morrow, OH",2009,508190,137366.08333333334,5559397.842797624,137366.08333333334
29065,"Morrow, OH",2010,547054,132043.66666666666,5039467.4747877065,132043.66666666666
29066,"Morrow, OH",2011,598255,124196.21052631579,4272760.686335649,124196.21052631579
29067,"Morrow, OH",2012,625729,101957.47222222222,2100131.702086758,101957.47222222222
29068,"Morrow, OH",2013,590052,99729.31944444444,1882468.2560277395,99729.31944444444
29069,"Morrow, OH",2014,615270,104191.45833333333,2318381.315415237,104191.45833333333
29070,"Morrow, OH",2015,646625,111248.16666666667,3007811.7188436463,111248.16666666667
29071,"Morrow, OH",2016,673011,116256.02777777778,3497065.999751892,116256.02777777778
29072,"Morrow, OH",2017,620777,125148.23611111111,4365765.893089771,125148.23611111111
29073,"Morrow, OH",2018,634924,136089.41666666666,5434641.90894782,136089.41666666666
29074,"Morrow, OH",2019,688225,146612.91666666666,6462779.299578482,146612.91666666666
29075,"Muskingum, OH",2018,3831903,112650.48529411765,3144779.470807176,112650.48529411765
29076,"Muskingum, OH",2019,3960700,120074.60294117648,3870161.466762392,120074.60294117648
29077,"Muskingum, OH",2001,2324961,83902.05555555556,336256.6937404433,83902.05555555556
29078,"Muskingum, OH",2002,2436880,85138.31521739131,457007.1512489477,85138.31521739131
29079,"Muskingum, OH",2003,2420976,85526.74479166667,495010.329218857,85526.74479166667
29080,"Muskingum, OH",2004,2587382,89609.47916666667,893799.461540632,89609.47916666667
29081,"Muskingum, OH",2005,2641426,93420.50520833333,1266211.0667367633,93420.50520833333
29082,"Muskingum, OH",2006,2691601,96953.44791666667,1611268.199358154,96953.44791666667
29083,"Muskingum, OH",2007,2720411,100667.0625,1974105.7391531263,100667.0625
29084,"Muskingum, OH",2008,2673419,99610.703125,1870940.2997283842,99610.703125
29085,"Muskingum, OH",2009,2656105,96375.60416666667,1554898.4469452035,96375.60416666667
29086,"Muskingum, OH",2010,2684145,95368.31770833333,1456422.3456761315,95368.31770833333
29087,"Muskingum, OH",2011,2920064,93085.24479166667,1233385.6996470746,93085.24479166667
29088,"Muskingum, OH",2012,2961644,92578.83333333333,1183952.2599227186,92578.83333333333
29089,"Muskingum, OH",2013,3317724,93039.82843137255,1228989.445126133,93039.82843137255
29090,"Muskingum, OH",2014,3589212,96255.00490196078,1543077.4070111178,96255.00490196078
29091,"Muskingum, OH",2015,3578095,99749.16176470589,1884422.1469259355,99749.16176470589
29092,"Muskingum, OH",2016,3582085,102418.80882352941,2145266.5818350837,102418.80882352941
29093,"Muskingum, OH",2017,3651006,106498.98529411765,2543860.3250670396,106498.98529411765
29094,"Noble, OH",2014,851690,104987.375,2396146.1731634326,104987.375
29095,"Noble, OH",2015,859375,108108.41666666667,2701050.8478268962,108108.41666666667
29096,"Noble, OH",2016,786400,104892.83333333333,2386962.8859419115,104892.83333333333
29097,"Noble, OH",2017,859626,108290.16666666667,2718831.2550004795,108290.16666666667
29098,"Noble, OH",2018,874603,112381.88888888889,3118597.3327713516,112381.88888888889
29099,"Noble, OH",2019,683502,103378.4,2238955.650403574,103378.4
29100,"Ottawa, OH",2001,1260206,117093.8717948718,3578934.0283862986,117093.8717948718
29101,"Ottawa, OH",2002,1032802,121135.56410256411,3973815.3789116815,121135.56410256411
29102,"Ottawa, OH",2003,1111354,125865.72435897436,4435910.576335004,125865.72435897436
29103,"Ottawa, OH",2004,1327562,130957.36538461539,4933273.50447076,130957.36538461539
29104,"Ottawa, OH",2005,1404421,136272.1923076923,5452520.010666311,136272.1923076923
29105,"Ottawa, OH",2006,1495500,138264.6858974359,5647225.238671528,138264.6858974359
29106,"Ottawa, OH",2007,1615475,137657.53205128206,5587924.649911284,137657.53205128206
29107,"Ottawa, OH",2008,1560560,136184.63461538462,5444020.58525916,136184.63461538462
29108,"Ottawa, OH",2009,1615740,132241.12820512822,5058713.3001349345,132241.12820512822
29109,"Ottawa, OH",2010,1558350,127880.1282051282,4632667.389783327,127880.1282051282
29110,"Ottawa, OH",2011,1732116,124670.9935897436,4319165.595167801,124670.9935897436
29111,"Ottawa, OH",2012,1830917,124294.98717948717,4282432.446281718,124294.98717948717
29112,"Ottawa, OH",2013,1886752,125067.51923076923,4357950.329496989,125067.51923076923
29113,"Ottawa, OH",2014,1782081,128739.91025641025,4716684.698405748,128739.91025641025
29114,"Ottawa, OH",2015,1943007,131859.39102564103,5021393.983979395,131859.39102564103
29115,"Ottawa, OH",2016,1913284,136202.8205128205,5445779.087067535,136202.8205128205
29116,"Ottawa, OH",2017,2027465,141509.17307692306,5964146.342358898,141509.17307692306
29117,"Ottawa, OH",2018,2042430,147587.53205128206,6558031.480865531,147587.53205128206
29118,"Ottawa, OH",2019,2160582,154632.41025641025,7246191.855210114,154632.41025641025
29119,"Paulding, OH",2001,344703,84579.82291666667,402493.59518928267,84579.82291666667
29120,"Paulding, OH",2002,352981,86016.38541666667,542782.9616797455,86016.38541666667
29121,"Paulding, OH",2003,354243,87316.11458333333,669785.870062476,87316.11458333333
29122,"Paulding, OH",2004,367944,89728.79166666667,905522.8069298081,89728.79166666667
29123,"Paulding, OH",2005,375448,90921.09375,1021974.7044622805,90921.09375
29124,"Paulding, OH",2006,416334,86402.86458333333,580590.7505598366,86402.86458333333
29125,"Paulding, OH",2007,420254,81352.55208333333,87233.29876537994,81352.55208333333
29126,"Paulding, OH",2008,462239,77217.55208333333,-316733.6444366146,77217.55208333333
29127,"Paulding, OH",2009,427425,74939.64583333333,-539281.817741123,74939.64583333333
29128,"Paulding, OH",2010,442127,72999.66666666667,-728809.2348661218,72999.66666666667
29129,"Paulding, OH",2011,497106,71208.20833333333,-903877.8593444712,71208.20833333333
29130,"Paulding, OH",2012,518455,68223.85185185185,-1195398.381355294,68223.85185185185
29131,"Paulding, OH",2013,506692,67922.6574074074,-1224804.439373142,67922.6574074074
29132,"Paulding, OH",2014,539196,69350.80555555556,-1085296.6292419573,69350.80555555556
29133,"Paulding, OH",2015,471998,71413.56481481482,-883752.7830930538,71413.56481481482
29134,"Paulding, OH",2016,464123,73672.62037037036,-663060.806141831,73672.62037037036
29135,"Paulding, OH",2017,531469,76909.35185185185,-346921.2588137407,76909.35185185185
29136,"Paulding, OH",2018,597624,81616.72222222222,113024.65862156544,81616.72222222222
29137,"Paulding, OH",2019,622514,86075.87962962964,548644.6343743335,86075.87962962964
29138,"Perry, OH",2001,439958,79931.09722222222,-51688.34409634583,79931.09722222222
29139,"Perry, OH",2002,482860,84177.95138888889,363220.3881355459,84177.95138888889
29140,"Perry, OH",2003,487057,86534.9375,593486.4304879289,86534.9375
29141,"Perry, OH",2004,498981,89372.88888888889,870743.5489419214,89372.88888888889
