,County,Year,GDP (thousands)
48376,"Brewster, TX",2003,"294,962"
48377,"Brewster, TX",2004,"309,057"
48378,"Brewster, TX",2005,"304,208"
48379,"Brewster, TX",2006,"318,881"
48380,"Brewster, TX",2007,"304,406"
48381,"Brewster, TX",2008,"300,252"
48382,"Brewster, TX",2009,"321,963"
48383,"Brewster, TX",2010,"337,572"
48384,"Brewster, TX",2011,"340,329"
48385,"Brewster, TX",2012,"343,713"
48386,"Brewster, TX",2013,"359,509"
48387,"Brewster, TX",2014,"364,727"
48388,"Brewster, TX",2015,"367,522"
48389,"Brewster, TX",2016,"362,430"
48390,"Brewster, TX",2017,"367,793"
48391,"Brewster, TX",2018,"388,460"
48392,"Brewster, TX",2019,"418,035"
48393,"Briscoe, TX",2001,"33,923"
48394,"Briscoe, TX",2002,"33,786"
48395,"Briscoe, TX",2003,"39,311"
48396,"Briscoe, TX",2004,"38,026"
48397,"Briscoe, TX",2005,"44,388"
48398,"Briscoe, TX",2006,"39,452"
48399,"Briscoe, TX",2007,"54,487"
48400,"Briscoe, TX",2008,"34,766"
48401,"Briscoe, TX",2009,"50,198"
48402,"Briscoe, TX",2010,"65,844"
48403,"Briscoe, TX",2011,"43,704"
48404,"Briscoe, TX",2012,"38,400"
48405,"Briscoe, TX",2013,"65,047"
48406,"Briscoe, TX",2014,"39,126"
48407,"Briscoe, TX",2015,"63,252"
48408,"Briscoe, TX",2016,"90,788"
48409,"Briscoe, TX",2017,"103,217"
48410,"Briscoe, TX",2018,"120,159"
48411,"Briscoe, TX",2019,"114,994"
48412,"Brooks, TX",2001,"439,779"
48413,"Brooks, TX",2002,"641,684"
48414,"Brooks, TX",2003,"722,338"
48415,"Brooks, TX",2004,"709,293"
48416,"Brooks, TX",2005,"861,581"
48417,"Brooks, TX",2006,"774,719"
48418,"Brooks, TX",2007,"751,828"
48419,"Brooks, TX",2008,"786,933"
48420,"Brooks, TX",2009,"492,806"
48421,"Brooks, TX",2010,"443,975"
48422,"Brooks, TX",2011,"443,872"
48423,"Brooks, TX",2012,"379,273"
48424,"Brooks, TX",2013,"385,532"
48425,"Brooks, TX",2014,"457,219"
48426,"Brooks, TX",2015,"320,506"
48427,"Brooks, TX",2016,"259,980"
48428,"Brooks, TX",2017,"293,409"
48429,"Brooks, TX",2018,"309,433"
48430,"Brooks, TX",2019,"310,787"
48431,"Brown, TX",2001,"833,347"
48432,"Brown, TX",2002,"874,844"
48433,"Brown, TX",2003,"906,667"
48434,"Brown, TX",2004,"987,439"
48435,"Brown, TX",2005,"1,069,574"
48436,"Brown, TX",2006,"1,124,304"
48437,"Brown, TX",2007,"1,142,516"
48438,"Brown, TX",2008,"1,135,820"
48439,"Brown, TX",2009,"1,143,487"
48440,"Brown, TX",2010,"1,143,549"
48441,"Brown, TX",2011,"1,167,687"
48442,"Brown, TX",2012,"1,186,507"
48443,"Brown, TX",2013,"1,224,818"
48444,"Brown, TX",2014,"1,294,680"
48445,"Brown, TX",2015,"1,365,614"
48446,"Brown, TX",2016,"1,401,157"
48447,"Brown, TX",2017,"1,458,229"
48448,"Brown, TX",2018,"1,497,619"
48449,"Brown, TX",2019,"1,548,092"
48450,"Burleson, TX",2001,"404,855"
48451,"Burleson, TX",2002,"404,263"
48452,"Burleson, TX",2003,"430,164"
48453,"Burleson, TX",2004,"448,115"
48454,"Burleson, TX",2005,"531,116"
48455,"Burleson, TX",2006,"595,693"
48456,"Burleson, TX",2007,"624,902"
48457,"Burleson, TX",2008,"755,650"
48458,"Burleson, TX",2009,"559,967"
48459,"Burleson, TX",2010,"623,105"
48460,"Burleson, TX",2011,"728,022"
48461,"Burleson, TX",2012,"697,162"
48462,"Burleson, TX",2013,"720,530"
48463,"Burleson, TX",2014,"913,905"
48464,"Burleson, TX",2015,"782,965"
48465,"Burleson, TX",2016,"692,235"
48466,"Burleson, TX",2017,"927,834"
48467,"Burleson, TX",2018,"1,326,355"
48468,"Burleson, TX",2019,"1,285,948"
48469,"Burnet, TX",2001,"625,301"
48470,"Burnet, TX",2002,"677,965"
48471,"Burnet, TX",2003,"714,478"
48472,"Burnet, TX",2004,"800,090"
48473,"Burnet, TX",2005,"845,605"
48474,"Burnet, TX",2006,"975,989"
48475,"Burnet, TX",2007,"1,060,621"
48476,"Burnet, TX",2008,"1,105,281"
48477,"Burnet, TX",2009,"1,078,017"
48478,"Burnet, TX",2010,"1,098,105"
48479,"Burnet, TX",2011,"1,139,135"
48480,"Burnet, TX",2012,"1,182,204"
48481,"Burnet, TX",2013,"1,218,248"
48482,"Burnet, TX",2014,"1,313,537"
48483,"Burnet, TX",2015,"1,355,750"
48484,"Burnet, TX",2016,"1,410,160"
48485,"Burnet, TX",2017,"1,488,542"
48486,"Burnet, TX",2018,"1,590,760"
48487,"Burnet, TX",2019,"1,695,373"
48488,"Caldwell, TX",2001,"349,152"
48489,"Caldwell, TX",2002,"378,704"
48490,"Caldwell, TX",2003,"409,458"
48491,"Caldwell, TX",2004,"431,425"
48492,"Caldwell, TX",2005,"466,248"
48493,"Caldwell, TX",2006,"527,155"
48494,"Caldwell, TX",2007,"569,281"
48495,"Caldwell, TX",2008,"630,293"
48496,"Caldwell, TX",2009,"625,939"
48497,"Caldwell, TX",2010,"712,801"
48498,"Caldwell, TX",2011,"863,543"
48499,"Caldwell, TX",2012,"933,842"
48500,"Caldwell, TX",2013,"937,369"
48501,"Caldwell, TX",2014,"906,909"
48502,"Caldwell, TX",2015,"797,783"
48503,"Caldwell, TX",2016,"787,460"
48504,"Caldwell, TX",2017,"833,670"
48505,"Caldwell, TX",2018,"923,841"
48506,"Caldwell, TX",2019,"934,670"
48507,"Calhoun, TX",2001,"1,135,595"
48508,"Calhoun, TX",2002,"1,144,896"
48509,"Calhoun, TX",2003,"1,037,543"
48510,"Calhoun, TX",2004,"1,881,638"
48511,"Calhoun, TX",2005,"2,039,948"
48512,"Calhoun, TX",2006,"2,840,191"
48513,"Calhoun, TX",2007,"1,639,777"
48514,"Calhoun, TX",2008,"1,706,664"
48515,"Calhoun, TX",2009,"1,577,861"
48516,"Calhoun, TX",2010,"1,849,138"
48517,"Calhoun, TX",2011,"1,926,024"
48518,"Calhoun, TX",2012,"1,915,398"
48519,"Calhoun, TX",2013,"3,067,958"
48520,"Calhoun, TX",2014,"2,504,414"
48521,"Calhoun, TX",2015,"2,336,954"
48522,"Calhoun, TX",2016,"2,388,985"
48523,"Calhoun, TX",2017,"2,890,204"
48524,"Calhoun, TX",2018,"3,563,856"
48525,"Calhoun, TX",2019,"3,753,146"
48526,"Callahan, TX",2001,"144,655"
48527,"Callahan, TX",2002,"153,062"
48528,"Callahan, TX",2003,"157,431"
48529,"Callahan, TX",2004,"156,449"
48530,"Callahan, TX",2005,"165,105"
48531,"Callahan, TX",2006,"194,788"
48532,"Callahan, TX",2007,"218,269"
48533,"Callahan, TX",2008,"244,989"
48534,"Callahan, TX",2009,"238,138"
48535,"Callahan, TX",2010,"222,157"
48536,"Callahan, TX",2011,"238,506"
48537,"Callahan, TX",2012,"258,998"
48538,"Callahan, TX",2013,"263,019"
48539,"Callahan, TX",2014,"267,196"
48540,"Callahan, TX",2015,"250,346"
48541,"Callahan, TX",2016,"254,633"
48542,"Callahan, TX",2017,"276,220"
48543,"Callahan, TX",2018,"311,471"
48544,"Callahan, TX",2019,"325,258"
48545,"Cameron, TX",2001,"5,567,331"
48546,"Cameron, TX",2002,"5,960,440"
48547,"Cameron, TX",2003,"6,194,880"
48548,"Cameron, TX",2004,"6,476,708"
48549,"Cameron, TX",2005,"6,830,567"
48550,"Cameron, TX",2006,"7,403,252"
48551,"Cameron, TX",2007,"7,726,896"
48552,"Cameron, TX",2008,"7,991,899"
48553,"Cameron, TX",2009,"8,206,794"
48554,"Cameron, TX",2010,"8,685,886"
48555,"Cameron, TX",2011,"9,048,769"
48556,"Cameron, TX",2012,"9,385,749"
48557,"Cameron, TX",2013,"9,728,796"
48558,"Cameron, TX",2014,"9,892,226"
48559,"Cameron, TX",2015,"10,211,225"
48560,"Cameron, TX",2016,"10,572,027"
48561,"Cameron, TX",2017,"10,827,400"
48562,"Cameron, TX",2018,"11,378,276"
48563,"Cameron, TX",2019,"11,978,930"
48564,"Camp, TX",2001,"220,885"
48565,"Camp, TX",2002,"233,737"
48566,"Camp, TX",2003,"238,121"
48567,"Camp, TX",2004,"252,209"
48568,"Camp, TX",2005,"250,279"
48569,"Camp, TX",2006,"268,965"
48570,"Camp, TX",2007,"278,025"
48571,"Camp, TX",2008,"308,706"
48572,"Camp, TX",2009,"309,462"
48573,"Camp, TX",2010,"353,221"
48574,"Camp, TX",2011,"338,995"
48575,"Camp, TX",2012,"347,792"
48576,"Camp, TX",2013,"382,228"
48577,"Camp, TX",2014,"388,165"
48578,"Camp, TX",2015,"432,851"
48579,"Camp, TX",2016,"369,863"
48580,"Camp, TX",2017,"358,711"
48581,"Camp, TX",2018,"369,723"
48582,"Camp, TX",2019,"350,140"
48583,"Carson, TX",2001,"561,934"
48584,"Carson, TX",2002,"537,974"
48585,"Carson, TX",2003,"582,065"
48586,"Carson, TX",2004,"599,776"
48587,"Carson, TX",2005,"693,905"
48588,"Carson, TX",2006,"691,824"
48589,"Carson, TX",2007,"795,529"
48590,"Carson, TX",2008,"781,197"
48591,"Carson, TX",2009,"670,416"
48592,"Carson, TX",2010,"733,723"
48593,"Carson, TX",2011,"739,979"
48594,"Carson, TX",2012,"731,387"
48595,"Carson, TX",2013,"748,299"
48596,"Carson, TX",2014,"770,189"
48597,"Carson, TX",2015,"813,483"
48598,"Carson, TX",2016,"893,524"
48599,"Carson, TX",2017,"944,322"
48600,"Carson, TX",2018,"978,793"
48601,"Carson, TX",2019,"1,035,948"
48602,"Cass, TX",2001,"634,771"
48603,"Cass, TX",2002,"580,932"
48604,"Cass, TX",2003,"528,553"
48605,"Cass, TX",2004,"567,759"
48606,"Cass, TX",2005,"581,475"
48607,"Cass, TX",2006,"630,500"
48608,"Cass, TX",2007,"668,014"
48609,"Cass, TX",2008,"649,543"
48610,"Cass, TX",2009,"638,641"
48611,"Cass, TX",2010,"681,381"
48612,"Cass, TX",2011,"687,949"
48613,"Cass, TX",2012,"692,020"
48614,"Cass, TX",2013,"736,496"
48615,"Cass, TX",2014,"746,305"
48616,"Cass, TX",2015,"725,235"
48617,"Cass, TX",2016,"708,673"
48618,"Cass, TX",2017,"770,620"
48619,"Cass, TX",2018,"830,092"
48620,"Cass, TX",2019,"884,501"
48621,"Castro, TX",2001,"249,271"
48622,"Castro, TX",2002,"298,659"
48623,"Castro, TX",2003,"363,898"
48624,"Castro, TX",2004,"349,863"
48625,"Castro, TX",2005,"392,245"
48626,"Castro, TX",2006,"393,012"
48627,"Castro, TX",2007,"442,966"
48628,"Castro, TX",2008,"454,174"
48629,"Castro, TX",2009,"307,164"
48630,"Castro, TX",2010,"547,816"
48631,"Castro, TX",2011,"686,812"
48632,"Castro, TX",2012,"568,464"
48633,"Castro, TX",2013,"478,450"
48634,"Castro, TX",2014,"691,224"
48635,"Castro, TX",2015,"741,229"
48636,"Castro, TX",2016,"545,813"
48637,"Castro, TX",2017,"650,257"
48638,"Castro, TX",2018,"503,002"
48639,"Castro, TX",2019,"696,546"
48640,"Chambers, TX",2016,"2,990,011"
48641,"Chambers, TX",2017,"2,836,420"
48642,"Chambers, TX",2018,"3,289,207"
48643,"Chambers, TX",2019,"3,093,961"
48644,"Chambers, TX",2001,"966,376"
48645,"Chambers, TX",2002,"994,765"
48646,"Chambers, TX",2003,"1,170,229"
48647,"Chambers, TX",2004,"1,407,016"
48648,"Chambers, TX",2005,"1,492,480"
48649,"Chambers, TX",2006,"2,181,419"
48650,"Chambers, TX",2007,"1,623,649"
48651,"Chambers, TX",2008,"1,627,306"
48652,"Chambers, TX",2009,"1,588,704"
48653,"Chambers, TX",2010,"1,837,574"
48654,"Chambers, TX",2011,"1,722,177"
48655,"Chambers, TX",2012,"1,991,792"
48656,"Chambers, TX",2013,"2,260,862"
48657,"Chambers, TX",2014,"2,477,397"
48658,"Chambers, TX",2015,"2,738,095"
48659,"Cherokee, TX",2001,"997,521"
48660,"Cherokee, TX",2002,"1,021,827"
48661,"Cherokee, TX",2003,"1,052,091"
48662,"Cherokee, TX",2004,"1,089,296"
48663,"Cherokee, TX",2005,"1,148,362"
48664,"Cherokee, TX",2006,"1,272,389"
48665,"Cherokee, TX",2007,"1,341,891"
48666,"Cherokee, TX",2008,"1,525,340"
48667,"Cherokee, TX",2009,"1,403,996"
48668,"Cherokee, TX",2010,"1,391,352"
48669,"Cherokee, TX",2011,"1,357,090"
48670,"Cherokee, TX",2012,"1,411,456"
48671,"Cherokee, TX",2013,"1,390,366"
48672,"Cherokee, TX",2014,"1,401,005"
48673,"Cherokee, TX",2015,"1,329,141"
48674,"Cherokee, TX",2016,"1,363,651"
48675,"Cherokee, TX",2017,"1,378,790"
48676,"Cherokee, TX",2018,"1,453,262"
48677,"Cherokee, TX",2019,"1,494,090"
48678,"Childress, TX",2001,"121,044"
48679,"Childress, TX",2002,"131,417"
48680,"Childress, TX",2003,"141,237"
48681,"Childress, TX",2004,"148,588"
48682,"Childress, TX",2005,"151,098"
48683,"Childress, TX",2006,"152,763"
48684,"Childress, TX",2007,"175,444"
48685,"Childress, TX",2008,"185,300"
48686,"Childress, TX",2009,"183,706"
48687,"Childress, TX",2010,"167,624"
48688,"Childress, TX",2011,"188,904"
48689,"Childress, TX",2012,"161,425"
48690,"Childress, TX",2013,"198,282"
48691,"Childress, TX",2014,"189,511"
48692,"Childress, TX",2015,"205,723"
48693,"Childress, TX",2016,"222,719"
48694,"Childress, TX",2017,"228,713"
48695,"Childress, TX",2018,"241,377"
48696,"Childress, TX",2019,"249,380"
48697,"Clay, TX",2001,"176,637"
48698,"Clay, TX",2002,"170,521"
48699,"Clay, TX",2003,"181,274"
48700,"Clay, TX",2004,"187,567"
48701,"Clay, TX",2005,"196,709"
48702,"Clay, TX",2006,"217,526"
48703,"Clay, TX",2007,"224,670"
48704,"Clay, TX",2008,"247,396"
48705,"Clay, TX",2009,"211,041"
48706,"Clay, TX",2010,"205,271"
48707,"Clay, TX",2011,"213,119"
48708,"Clay, TX",2012,"221,640"
48709,"Clay, TX",2013,"231,632"
48710,"Clay, TX",2014,"234,169"
48711,"Clay, TX",2015,"203,451"
48712,"Clay, TX",2016,"212,895"
48713,"Clay, TX",2017,"225,805"
48714,"Clay, TX",2018,"237,048"
48715,"Clay, TX",2019,"248,401"
48716,"Cochran, TX",2001,"183,761"
48717,"Cochran, TX",2002,"192,249"
48718,"Cochran, TX",2003,"207,542"
48719,"Cochran, TX",2004,"274,527"
48720,"Cochran, TX",2005,"360,187"
48721,"Cochran, TX",2006,"430,681"
48722,"Cochran, TX",2007,"511,252"
48723,"Cochran, TX",2008,"583,507"
48724,"Cochran, TX",2009,"385,325"
48725,"Cochran, TX",2010,"546,537"
48726,"Cochran, TX",2011,"524,359"
48727,"Cochran, TX",2012,"519,754"
48728,"Cochran, TX",2013,"506,619"
48729,"Cochran, TX",2014,"366,727"
48730,"Cochran, TX",2015,"189,427"
48731,"Cochran, TX",2016,"171,378"
48732,"Cochran, TX",2017,"226,919"
48733,"Cochran, TX",2018,"250,769"
48734,"Cochran, TX",2019,"234,566"
48735,"Coke, TX",2001,"95,954"
48736,"Coke, TX",2002,"90,899"
48737,"Coke, TX",2003,"95,802"
48738,"Coke, TX",2004,"98,004"
48739,"Coke, TX",2005,"110,488"
48740,"Coke, TX",2006,"130,522"
48741,"Coke, TX",2007,"144,517"
48742,"Coke, TX",2008,"175,257"
48743,"Coke, TX",2009,"142,492"
48744,"Coke, TX",2010,"169,240"
48745,"Coke, TX",2011,"168,172"
48746,"Coke, TX",2012,"175,033"
48747,"Coke, TX",2013,"185,992"
48748,"Coke, TX",2014,"160,557"
48749,"Coke, TX",2015,"111,262"
48750,"Coke, TX",2016,"96,231"
48751,"Coke, TX",2017,"99,378"
48752,"Coke, TX",2018,"105,505"
48753,"Coke, TX",2019,"105,679"
48754,"Coleman, TX",2001,"140,487"
48755,"Coleman, TX",2002,"142,551"
48756,"Coleman, TX",2003,"155,686"
48757,"Coleman, TX",2004,"166,399"
48758,"Coleman, TX",2005,"178,243"
48759,"Coleman, TX",2006,"203,297"
48760,"Coleman, TX",2007,"203,813"
48761,"Coleman, TX",2008,"227,699"
48762,"Coleman, TX",2009,"212,985"
48763,"Coleman, TX",2010,"221,713"
48764,"Coleman, TX",2011,"236,694"
48765,"Coleman, TX",2012,"241,678"
48766,"Coleman, TX",2013,"234,058"
48767,"Coleman, TX",2014,"232,340"
48768,"Coleman, TX",2015,"213,769"
48769,"Coleman, TX",2016,"213,151"
48770,"Coleman, TX",2017,"222,696"
48771,"Coleman, TX",2018,"229,054"
48772,"Coleman, TX",2019,"239,476"
48773,"Collin, TX",2001,"16,094,894"
48774,"Collin, TX",2002,"18,343,179"
48775,"Collin, TX",2003,"20,120,506"
48776,"Collin, TX",2004,"22,549,657"
48777,"Collin, TX",2005,"26,217,419"
48778,"Collin, TX",2006,"30,099,619"
48779,"Collin, TX",2007,"32,545,325"
48780,"Collin, TX",2008,"34,286,997"
48781,"Collin, TX",2009,"33,355,797"
48782,"Collin, TX",2010,"34,695,866"
48783,"Collin, TX",2011,"37,573,880"
48784,"Collin, TX",2012,"41,141,177"
48785,"Collin, TX",2013,"44,121,158"
48786,"Collin, TX",2014,"47,746,866"
48787,"Collin, TX",2015,"52,545,472"
48788,"Collin, TX",2016,"57,081,165"
48789,"Collin, TX",2017,"62,367,903"
48790,"Collin, TX",2018,"66,642,689"
48791,"Collin, TX",2019,"69,296,699"
48792,"Collingsworth, TX",2001,"74,745"
48793,"Collingsworth, TX",2002,"79,168"
48794,"Collingsworth, TX",2003,"97,980"
48795,"Collingsworth, TX",2004,"95,051"
48796,"Collingsworth, TX",2005,"95,168"
48797,"Collingsworth, TX",2006,"93,086"
48798,"Collingsworth, TX",2007,"96,177"
48799,"Collingsworth, TX",2008,"71,503"
48800,"Collingsworth, TX",2009,"72,228"
48801,"Collingsworth, TX",2010,"85,356"
48802,"Collingsworth, TX",2011,"71,061"
48803,"Collingsworth, TX",2012,"75,187"
48804,"Collingsworth, TX",2013,"94,560"
48805,"Collingsworth, TX",2014,"81,379"
48806,"Collingsworth, TX",2015,"77,864"
48807,"Collingsworth, TX",2016,"82,542"
48808,"Collingsworth, TX",2017,"80,778"
48809,"Collingsworth, TX",2018,"84,978"
48810,"Collingsworth, TX",2019,"89,381"
48811,"Colorado, TX",2001,"491,980"
48812,"Colorado, TX",2002,"505,014"
48813,"Colorado, TX",2003,"561,264"
48814,"Colorado, TX",2004,"601,587"
48815,"Colorado, TX",2005,"675,220"
48816,"Colorado, TX",2006,"805,007"
48817,"Colorado, TX",2007,"842,450"
48818,"Colorado, TX",2008,"857,047"
48819,"Colorado, TX",2009,"724,081"
48820,"Colorado, TX",2010,"732,979"
48821,"Colorado, TX",2011,"759,200"
48822,"Colorado, TX",2012,"763,641"
48823,"Colorado, TX",2013,"1,042,608"
48824,"Colorado, TX",2014,"1,007,938"
48825,"Colorado, TX",2015,"838,065"
48826,"Colorado, TX",2016,"796,323"
48827,"Colorado, TX",2017,"825,019"
48828,"Colorado, TX",2018,"811,707"
48829,"Colorado, TX",2019,"860,077"
48830,"Comal, TX",2001,"1,893,585"
48831,"Comal, TX",2002,"2,007,006"
48832,"Comal, TX",2003,"2,083,377"
48833,"Comal, TX",2004,"2,335,644"
48834,"Comal, TX",2005,"2,640,332"
48835,"Comal, TX",2006,"2,937,012"
48836,"Comal, TX",2007,"3,214,544"
48837,"Comal, TX",2008,"3,388,276"
48838,"Comal, TX",2009,"3,320,814"
48839,"Comal, TX",2010,"3,398,304"
48840,"Comal, TX",2011,"3,596,706"
48841,"Comal, TX",2012,"3,842,827"
48842,"Comal, TX",2013,"4,238,444"
48843,"Comal, TX",2014,"4,541,100"
48844,"Comal, TX",2015,"4,954,836"
48845,"Comal, TX",2016,"5,185,475"
48846,"Comal, TX",2017,"5,430,467"
48847,"Comal, TX",2018,"5,774,583"
48848,"Comal, TX",2019,"6,123,189"
48849,"Comanche, TX",2001,"241,372"
48850,"Comanche, TX",2002,"278,417"
48851,"Comanche, TX",2003,"269,695"
48852,"Comanche, TX",2004,"296,043"
48853,"Comanche, TX",2005,"285,632"
48854,"Comanche, TX",2006,"321,351"
48855,"Comanche, TX",2007,"303,525"
48856,"Comanche, TX",2008,"276,042"
48857,"Comanche, TX",2009,"286,295"
48858,"Comanche, TX",2010,"313,005"
48859,"Comanche, TX",2011,"323,996"
48860,"Comanche, TX",2012,"306,084"
48861,"Comanche, TX",2013,"315,690"
48862,"Comanche, TX",2014,"396,286"
48863,"Comanche, TX",2015,"342,996"
48864,"Comanche, TX",2016,"360,446"
48865,"Comanche, TX",2017,"389,632"
48866,"Comanche, TX",2018,"395,687"
48867,"Comanche, TX",2019,"461,767"
48868,"Concho, TX",2001,"92,391"
48869,"Concho, TX",2002,"87,881"
48870,"Concho, TX",2003,"92,713"
48871,"Concho, TX",2004,"103,451"
48872,"Concho, TX",2005,"112,093"
48873,"Concho, TX",2006,"117,232"
48874,"Concho, TX",2007,"138,753"
48875,"Concho, TX",2008,"134,764"
48876,"Concho, TX",2009,"104,422"
48877,"Concho, TX",2010,"114,799"
48878,"Concho, TX",2011,"132,012"
48879,"Concho, TX",2012,"123,046"
48880,"Concho, TX",2013,"155,074"
48881,"Concho, TX",2014,"130,753"
48882,"Concho, TX",2015,"106,632"
48883,"Concho, TX",2016,"97,579"
48884,"Concho, TX",2017,"95,212"
48885,"Concho, TX",2018,"101,274"
48886,"Concho, TX",2019,"127,139"
48887,"Cooke, TX",2001,"1,034,010"
48888,"Cooke, TX",2002,"1,017,472"
48889,"Cooke, TX",2003,"1,173,379"
48890,"Cooke, TX",2004,"1,136,137"
48891,"Cooke, TX",2005,"1,084,115"
48892,"Cooke, TX",2006,"1,457,945"
48893,"Cooke, TX",2007,"1,738,655"
48894,"Cooke, TX",2008,"1,866,851"
48895,"Cooke, TX",2009,"1,435,753"
48896,"Cooke, TX",2010,"1,825,026"
48897,"Cooke, TX",2011,"2,343,229"
48898,"Cooke, TX",2012,"2,693,135"
48899,"Cooke, TX",2013,"3,030,240"
48900,"Cooke, TX",2014,"3,375,392"
48901,"Cooke, TX",2015,"3,599,265"
48902,"Cooke, TX",2016,"3,300,073"
48903,"Cooke, TX",2017,"3,008,211"
48904,"Cooke, TX",2018,"2,871,180"
48905,"Cooke, TX",2019,"2,890,038"
48906,"Coryell, TX",2001,"663,885"
48907,"Coryell, TX",2002,"702,738"
48908,"Coryell, TX",2003,"770,882"
48909,"Coryell, TX",2004,"810,476"
48910,"Coryell, TX",2005,"877,533"
48911,"Coryell, TX",2006,"989,695"
48912,"Coryell, TX",2007,"1,022,086"
48913,"Coryell, TX",2008,"1,077,853"
48914,"Coryell, TX",2009,"1,119,236"
48915,"Coryell, TX",2010,"1,176,536"
48916,"Coryell, TX",2011,"1,176,037"
48917,"Coryell, TX",2012,"1,276,829"
48918,"Coryell, TX",2013,"1,286,429"
48919,"Coryell, TX",2014,"1,305,047"
48920,"Coryell, TX",2015,"1,438,769"
48921,"Coryell, TX",2016,"1,592,655"
48922,"Coryell, TX",2017,"1,707,476"
48923,"Coryell, TX",2018,"1,763,647"
48924,"Coryell, TX",2019,"1,795,287"
48925,"Cottle, TX",2001,"61,379"
48926,"Cottle, TX",2002,"65,267"
48927,"Cottle, TX",2003,"78,529"
48928,"Cottle, TX",2004,"80,492"
48929,"Cottle, TX",2005,"91,163"
48930,"Cottle, TX",2006,"93,964"
48931,"Cottle, TX",2007,"114,936"
48932,"Cottle, TX",2008,"111,187"
48933,"Cottle, TX",2009,"79,706"
48934,"Cottle, TX",2010,"81,647"
48935,"Cottle, TX",2011,"72,422"
48936,"Cottle, TX",2012,"65,031"
48937,"Cottle, TX",2013,"63,105"
48938,"Cottle, TX",2014,"63,096"
48939,"Cottle, TX",2015,"48,916"
48940,"Cottle, TX",2016,"48,965"
48941,"Cottle, TX",2017,"78,369"
48942,"Cottle, TX",2018,"77,126"
48943,"Cottle, TX",2019,"64,548"
48944,"Crane, TX",2001,"638,541"
48945,"Crane, TX",2002,"628,874"
48946,"Crane, TX",2003,"776,035"
48947,"Crane, TX",2004,"921,607"
48948,"Crane, TX",2005,"1,216,099"
48949,"Crane, TX",2006,"1,350,855"
48950,"Crane, TX",2007,"1,626,310"
48951,"Crane, TX",2008,"2,042,977"
48952,"Crane, TX",2009,"1,207,432"
48953,"Crane, TX",2010,"1,346,188"
48954,"Crane, TX",2011,"1,500,609"
48955,"Crane, TX",2012,"1,532,606"
48956,"Crane, TX",2013,"1,665,024"
48957,"Crane, TX",2014,"1,506,516"
48958,"Crane, TX",2015,"734,400"
48959,"Crane, TX",2016,"572,134"
48960,"Crane, TX",2017,"629,890"
48961,"Crane, TX",2018,"665,493"
48962,"Crane, TX",2019,"585,695"
48963,"Crockett, TX",2001,"667,842"
48964,"Crockett, TX",2002,"628,720"
48965,"Crockett, TX",2003,"900,339"
48966,"Crockett, TX",2004,"984,412"
48967,"Crockett, TX",2005,"1,357,369"
48968,"Crockett, TX",2006,"1,505,567"
48969,"Crockett, TX",2007,"1,607,891"
48970,"Crockett, TX",2008,"1,968,106"
48971,"Crockett, TX",2009,"1,115,415"
48972,"Crockett, TX",2010,"1,126,258"
48973,"Crockett, TX",2011,"1,167,484"
48974,"Crockett, TX",2012,"1,148,308"
48975,"Crockett, TX",2013,"1,480,942"
48976,"Crockett, TX",2014,"1,735,556"
48977,"Crockett, TX",2015,"850,700"
48978,"Crockett, TX",2016,"693,524"
48979,"Crockett, TX",2017,"872,157"
48980,"Crockett, TX",2018,"872,788"
48981,"Crockett, TX",2019,"665,897"
48982,"Crosby, TX",2001,"101,285"
48983,"Crosby, TX",2002,"113,015"
48984,"Crosby, TX",2003,"131,075"
48985,"Crosby, TX",2004,"186,133"
48986,"Crosby, TX",2005,"200,805"
48987,"Crosby, TX",2006,"182,887"
48988,"Crosby, TX",2007,"214,809"
48989,"Crosby, TX",2008,"192,791"
48990,"Crosby, TX",2009,"205,562"
48991,"Crosby, TX",2010,"289,152"
48992,"Crosby, TX",2011,"208,940"
48993,"Crosby, TX",2012,"232,513"
48994,"Crosby, TX",2013,"351,777"
48995,"Crosby, TX",2014,"275,147"
48996,"Crosby, TX",2015,"198,495"
48997,"Crosby, TX",2016,"201,523"
48998,"Crosby, TX",2017,"231,576"
48999,"Crosby, TX",2018,"250,975"
49000,"Crosby, TX",2019,"258,311"
49001,"Culberson, TX",2001,"55,540"
49002,"Culberson, TX",2002,"58,475"
49003,"Culberson, TX",2003,"62,569"
49004,"Culberson, TX",2004,"71,349"
49005,"Culberson, TX",2005,"83,427"
49006,"Culberson, TX",2006,"91,764"
49007,"Culberson, TX",2007,"101,920"
49008,"Culberson, TX",2008,"139,322"
49009,"Culberson, TX",2009,"133,142"
49010,"Culberson, TX",2010,"132,142"
49011,"Culberson, TX",2011,"148,541"
49012,"Culberson, TX",2012,"220,991"
49013,"Culberson, TX",2013,"328,193"
49014,"Culberson, TX",2014,"569,639"
49015,"Culberson, TX",2015,"443,076"
49016,"Culberson, TX",2016,"509,974"
49017,"Culberson, TX",2017,"783,318"
49018,"Culberson, TX",2018,"1,038,057"
49019,"Culberson, TX",2019,"1,099,070"
49020,"Dallam, TX",2001,"302,950"
49021,"Dallam, TX",2002,"290,403"
49022,"Dallam, TX",2003,"287,919"
49023,"Dallam, TX",2004,"360,837"
49024,"Dallam, TX",2005,"321,347"
49025,"Dallam, TX",2006,"330,518"
49026,"Dallam, TX",2007,"405,772"
49027,"Dallam, TX",2008,"433,482"
